actual_worth,area_id,area_name_ar,area_name_en,building_name_ar,building_name_en,has_parking,instance_date,master_project_ar,master_project_en,meter_rent_price,meter_sale_price,nearest_landmark_ar,nearest_landmark_en,nearest_mall_ar,nearest_mall_en,nearest_metro_ar,nearest_metro_en,no_of_parties_role_1,no_of_parties_role_2,no_of_parties_role_3,procedure_area,procedure_id,procedure_name_ar,procedure_name_en,project_name_ar,project_name_en,project_number,property_sub_type_ar,property_sub_type_en,property_sub_type_id,property_type_ar,property_type_en,property_type_id,property_usage_ar,property_usage_en,reg_type_ar,reg_type_en,reg_type_id,rent_value,rooms_ar,rooms_en,transaction_id,trans_group_ar,trans_group_en,trans_group_id,load_timestamp,instance_date_parsed
1017900.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,مايسون اليزيه2,MAISON ELYSEE II,1,2024-11-11,قرية جميرا الدائرية,Jumeirah Village Circle,,16861.02,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,60.37,102,بيع - تسجيل مبدئى,Sell - Pre registration,مايسون الاليزيه II,Maison Elysee II,2902.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-94749,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-11-11
800000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي عمبر,Binghatti Amber,1,2024-11-07,قرية جميرا الدائرية,Jumeirah Village Circle,,11554.02,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,69.24,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي عنبر,Binghatti Amber,2673.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-93960,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-11-07
820892.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,نيفا ريزيدنسز,NEVA RESIDENCES,1,2024-07-15,قرية جميرا الدائرية,Jumeirah Village Circle,,10307.53,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,79.64,102,بيع - تسجيل مبدئى,Sell - Pre registration,نيفا ريزدنسيس,NEVA RESIDENCES,2544.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-49711,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-07-15
462466.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,كيو جاردنز لوفتس 2,Q Gardens Lofts 2,1,2025-05-13,قرية جميرا الدائرية,Jumeirah Village Circle,,11705.05,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,39.51,102,بيع - تسجيل مبدئى,Sell - Pre registration,2 كيو جاردنز لوفتس,Q Gardens Lofts 2,2677.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-40443,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-05-13
1250000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,,,0,2023-04-28,قرية جميرا الدائرية,Jumeirah Village Circle,,7326.22,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,170.62,11,بيع,Sell,,,,فيلا,Villa,4.0,فيلا,Villa,4,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-11-2023-12368,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-04-28
1100000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,A كوليكتيف 2.0 تاور,Collective 2.0 Tower A,1,2023-11-01,دبي هيلز استيت,Dubai Hills Estate,,24064.76,برج العرب,Burj Al Arab,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,1.0,0.0,45.71,11,بيع,Sell,كولكتيف 2.0,Collective 2.0,2107.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2023-35237,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-11-01
600000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي أزور,Binghatti Azure,1,2024-04-25,قرية جميرا الدائرية,Jumeirah Village Circle,,18861.99,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,2.0,0.0,31.81,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي ازيور,Binghatti Azure,2862.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2024-25510,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-04-25
2550000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,,,0,2024-12-11,حدائق الشيخ محمد بن راشد - ديستركت 7,HADAEQ SHEIKH MOHAMMED BIN RASHID - DISRICT 7,,23131.35,,,,,,,1.0,1.0,0.0,110.24,11,بيع,Sell,ماج آي المرحلة 1,MAG EYE Phase 1,2033.0,فيلا,Villa,4.0,فيلا,Villa,4,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفتين,2 B/R,1-11-2024-47881,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-12-11
6629000.0,330,مرسى دبي,Marsa Dubai,رزيدنسز في دبي هاربر  - البرج 1 W,W Residences At Dubai Harbour - Tower 1,1,2024-11-29,دبي هاربر,Dubai Harbour,,47014.18,,,,,,,1.0,1.0,0.0,141.0,102,بيع - تسجيل مبدئى,Sell - Pre registration,رزيدنسز في دبي هاربر W,W Residences at Dubai Harbour,3317.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2024-100830,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-11-29
1744888.0,526,الخليج التجارى,Business Bay,أبسايد ليفينج,UPSIDE LIVING,1,2024-05-23,الخليج التجاري,Business Bay,,28975.22,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,60.22,41,بيع مبدئى,Delayed Sell,آبسايد ليفينج,UPSIDE Living,2164.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-41-2024-10026,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-05-23
865000.0,526,الخليج التجارى,Business Bay,سكالا تاور,THE SCALA TOWER,1,2024-04-04,الخليج التجاري,Business Bay,,12299.16,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,70.33,11,بيع,Sell,برج سكالا,SCALA TOWER,184.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2024-12548,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-04-04
1160000.0,526,الخليج التجارى,Business Bay,جي ون - 1,J ONE - 1,1,2024-12-25,الخليج التجاري,Business Bay,,21874.41,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,53.03,11,بيع,Sell,جي ون,J ONE,1913.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-11-2024-50032,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-12-25
631300.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,كافنديش سكوير,CAVENDISH SQUARE,1,2024-09-04,قرية جميرا المثلثة,Jumeirah Village Triangle,,15806.21,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,39.94,102,بيع - تسجيل مبدئى,Sell - Pre registration,كافنديش سكوير,Cavendish Square,2866.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2024-68067,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-09-04
895820.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,فاشنز 1 من دانوب,Fashionz 1 By Danube,1,2026-07-30,قرية جميرا المثلثة,Jumeirah Village Triangle,,21073.16,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,عقارات داماك,Damac Properties,1.0,1.0,0.0,42.51,102,بيع - تسجيل مبدئى,Sell - Pre registration,فاشنز1 من دانوب,Fashionz 1 By Danube,2640.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2026-67213,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-07-30
3949000.0,330,مرسى دبي,Marsa Dubai,داماك باي - تاور سي,DAMAC BAY - TOWER C,1,2023-05-31,دبي هاربر,Dubai Harbour,,45240.0,,,,,,,1.0,1.0,0.0,87.29,102,بيع - تسجيل مبدئى,Sell - Pre registration,داماك باي,DAMAC BAY,2559.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-25589,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-31
787681.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,رايز ريزدنسز,Rise Residences,1,2024-07-03,قرية جميرا الدائرية,Jumeirah Village Circle,,12338.36,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,63.84,102,بيع - تسجيل مبدئى,Sell - Pre registration,مساكن الارتفاع,Rise Residences,2731.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-47463,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-07-03
2760620.0,526,الخليج التجارى,Business Bay,برج شيك,CHIC TOWER,1,2023-03-27,الخليج التجاري,Business Bay,,20078.7,,,,,,,1.0,1.0,0.0,137.49,102,بيع - تسجيل مبدئى,Sell - Pre registration,شييك تاور,CHIC TOWER,2460.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2023-15019,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-03-27
750000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,تريفينو,TREVINO,1,2026-04-01,قرية جميرا الدائرية,Jumeirah Village Circle,,20570.49,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,36.46,102,بيع - تسجيل مبدئى,Sell - Pre registration,تريفينو,Trevino,3850.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2026-31556,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-04-01
3066400.0,526,الخليج التجارى,Business Bay,بينيسولا فور,Peninsula Four,1,2023-08-10,الخليج التجاري,Business Bay,,33250.92,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,92.22,102,بيع - تسجيل مبدئى,Sell - Pre registration,بينينسولا فور,Peninsula Four,2461.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-38331,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-08-10
1254000.0,526,الخليج التجارى,Business Bay,بينيسولا فور,Peninsula Four,1,2026-08-19,الخليج التجاري,Business Bay,,26322.42,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,47.64,41,بيع مبدئى,Delayed Sell,بينينسولا فور,Peninsula Four,2461.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,استوديو,Studio,1-41-2026-11227,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-08-19
3119888.0,330,مرسى دبي,Marsa Dubai,مار?نا كوف,Marina Cove,1,2024-11-07,دبي مارينا,Dubai Marina,,23921.85,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,محطة مترو مارينا مول,Marina Mall Metro Station,1.0,1.0,0.0,130.42,102,بيع - تسجيل مبدئى,Sell - Pre registration,مارينا كوف,Marina Cove,3328.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2024-94043,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-11-07
4311000.0,526,الخليج التجارى,Business Bay,برج باسفيك,BURJ PACIFIC,1,2025-07-08,الخليج التجاري,Business Bay,,16146.07,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو بوج خليفة دبي مول,Buj Khalifa Dubai Mall Metro Station,1.0,1.0,0.0,267.0,102,بيع - تسجيل مبدئى,Sell - Pre registration,برج باسيفك,BURJ PACIFIC,266.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,ثلاث غرف,3 B/R,1-102-2025-59218,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-07-08
946000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,ماك أ سولا بيلا,MAK I'Sola Bella,1,2025-01-13,قرية جميرا الدائرية,Jumeirah Village Circle,,13956.92,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,67.78,102,بيع - تسجيل مبدئى,Sell - Pre registration,ماك إيسولا بيلا,MAK I'Sola Bella,3096.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-1829,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-01-13
630000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,الصيف 1,SUMMER 1,1,2024-02-13,قرية جميرا الدائرية,Jumeirah Village Circle,,6036.22,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,2.0,0.0,104.37,11,بيع,Sell,مجتمع المواسم- الصيف,SEASONS COMMUNITY- SUMMER,1306.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2024-5099,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-02-13
675000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,اميراتس جاردينز 1 جي 2,Emirates Gardens 1 - G2,1,2024-03-26,قرية جميرا الدائرية,Jumeirah Village Circle,,7294.93,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,92.53,11,بيع,Sell,الإمارات حديقة الأول - جاردينيا,EMIRATES GARDEN I - GARDENIA,1433.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2024-11154,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-03-26
3075000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,بارك ريدج تاور سي,PARK RIDGE TOWER C,1,2023-06-27,دبي هيلز استيت,Dubai Hills Estate,,21051.55,برج العرب,Burj Al Arab,مول الإمارات,Mall of the Emirates,محطة مترو بنك أبوظبي الأول,First Abu Dhabi Bank Metro Station,1.0,1.0,0.0,146.07,41,بيع مبدئى,Delayed Sell,بارك ريدج,PARK RIDGE,1937.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-41-2023-12223,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-06-27
4030000.0,526,الخليج التجارى,Business Bay,أيكون سيتي 3 ? تاور دي,AYKON CITY 3 - TOWER D,1,2023-09-27,,,,28530.97,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,2.0,0.0,141.25,102,بيع - تسجيل مبدئى,Sell - Pre registration,ايكون سيتي 3,AYKON CITY 3,2200.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2023-50563,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-09-27
1076347.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,فيوليت تاور,Violet Tower,1,2025-03-11,قرية جميرا الدائرية,Jumeirah Village Circle,,13993.08,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,76.92,102,بيع - تسجيل مبدئى,Sell - Pre registration,فيوليت تاور,Violet Tower,2824.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-19469,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-03-11
999900.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,مايسون اليزيه2,MAISON ELYSEE II,1,2025-07-24,قرية جميرا الدائرية,Jumeirah Village Circle,,16584.84,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,60.29,102,بيع - تسجيل مبدئى,Sell - Pre registration,مايسون الاليزيه II,Maison Elysee II,2902.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2025-66534,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-07-24
601000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,إليتز من دانوب - 1,Elitz By Danube - 1,1,2023-05-08,قرية جميرا الدائرية,Jumeirah Village Circle,,14701.57,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,40.88,102,بيع - تسجيل مبدئى,Sell - Pre registration,إليتز من دانوب,Elitz By Danube,2533.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2023-20371,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-08
3312153.0,330,مرسى دبي,Marsa Dubai,شوبا سيهيفين - تاور سي,SOBHA SEAHAVEN - TOWER C,1,2024-10-22,دبي هاربر,Dubai Harbour,,41979.13,,,,,,,1.0,1.0,0.0,78.9,102,بيع - تسجيل مبدئى,Sell - Pre registration,شوبا سيهيفين البرج ب و سي,Sobha Seahaven Tower B & C,2762.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2024-88666,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-10-22
4600000.0,330,مرسى دبي,Marsa Dubai,لا ?ي,La Vie,1,2023-05-08,جميرا بيتش ريزيدنس  - الجيه بي آر,Jumeriah Beach Residence  - JBR,,35354.7,برج العرب,Burj Al Arab,مارينا مول,Marina Mall,مساكن شاطئ الجميرا,Jumeirah Beach Resdency,1.0,1.0,0.0,130.11,102,بيع - تسجيل مبدئى,Sell - Pre registration,لا في,La Vie,2190.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2023-21375,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-08
1056249.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,لوما بارك فيوز,LUMA PARK VIEWS,1,2023-11-02,قرية جميرا الدائرية,Jumeirah Village Circle,,13560.79,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,77.89,102,بيع - تسجيل مبدئى,Sell - Pre registration,لوما بارك فيوز,Luma Park Views,2676.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2023-58317,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-11-02
1270944.0,442,البرشاء جنوب الخامسة,Al Barsha South Fifth,فوكسا ريزيدنسز,Voxa Residences,1,2026-05-07,قرية جميرا المثلثة,Jumeirah Village Triangle,,20036.95,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,63.43,102,بيع - تسجيل مبدئى,Sell - Pre registration,VOXA RESIDENCES,VOXA RESIDENCES,3736.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفة,1 B/R,1-102-2026-42507,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2026-05-07
1150000.0,526,الخليج التجارى,Business Bay,ذا كوزمو بوليتان,The Cosmopolitan,1,2025-03-07,الخليج التجاري,Business Bay,,15139.55,وسط مدينة دبي,Downtown Dubai,مول دبي,Dubai Mall,محطة مترو الخليج التجاري,Business Bay Metro Station,1.0,1.0,0.0,75.96,11,بيع,Sell,الكوزموبوليتان,THE COSMOPOLITAN,421.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-11-2025-9723,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-03-07
850000.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,BLOOM TOWERS B,BLOOM TOWERS B,1,2023-11-29,قرية جميرا الدائرية,Jumeirah Village Circle,,12509.2,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مول الإمارات,Mall of the Emirates,مدينة دبي للإنترنت,Dubai Internet City,1.0,1.0,0.0,67.95,41,بيع مبدئى,Delayed Sell,بلووم تاورز,Bloom Towers,1888.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,غرفة,1 B/R,1-41-2023-24021,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-11-29
1249900.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,اليزيه 3 من بانثيون,ELYSEE lll BY PANTHEON,1,2023-07-24,قرية جميرا الدائرية,Jumeirah Village Circle,,11827.21,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,105.68,102,بيع - تسجيل مبدئى,Sell - Pre registration,اليزيه 3 من بانثيون,Elysee III by Pantheon,2298.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,غرفتين,2 B/R,1-102-2023-35178,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-07-24
4100000.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,جولف سويتس,Golf Suites,1,2023-05-29,دبي هيلز استيت,Dubai Hills Estate,,25713.39,آي إم جي وورلد أدفينتشرز,IMG World Adventures,مول الإمارات,Mall of the Emirates,محطة مترو نور بنك,Noor Bank Metro Station,2.0,1.0,0.0,159.45,41,بيع مبدئى,Delayed Sell,جولف سويتس - دبي هيلز,Golf Suites - Dubai Hills,2098.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,العقارات القائمة,Existing Properties,1,,ثلاث غرف,3 B/R,1-41-2023-10060,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2023-05-29
789999.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي عمبر?ول,Binghatti Amberhall,1,2025-12-15,قرية جميرا الدائرية,Jumeirah Village Circle,,21311.01,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,37.07,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي أمبر هول,Binghatti Amberhall,3552.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2025-127912,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2025-12-15
772648.0,441,البرشاء جنوب الرابعة,Al Barsha South Fourth,بن غاطي فينيكس,Binghatti Phoenix,1,2024-09-03,قرية جميرا الدائرية,Jumeirah Village Circle,,16713.15,أكاديمية المدينة الرياضية للسباحة,Sports City Swimming Academy,مارينا مول,Marina Mall,محطة مترو النخيل,Nakheel Metro Station,1.0,1.0,0.0,46.23,102,بيع - تسجيل مبدئى,Sell - Pre registration,بن غاطي فينيكس,Binghatti Phoenix,3009.0,شقه سكنيه,Flat,60.0,وحدة,Unit,3,سكني,Residential,على الخارطة,Off-Plan Properties,0,,استوديو,Studio,1-102-2024-67380,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-09-03
10667888.0,482,حدائق الشيخ محمد بن راشد,Hadaeq Sheikh Mohammed Bin Rashid,,,0,2024-01-09,دبي هيليز,DUBAI HILLS,,22991.14,,,,,,,1.0,1.0,0.0,464.0,41,بيع مبدئى,Delayed Sell,بارك جيت,Park Gate,2846.0,,,,أرض,Land,1,سكني,Residential,العقارات القائمة,Existing Properties,1,,,,1-41-2024-424,مبايعات,Sales,1,2026-08-21T18:27:40.000Z,2024-01-09
